mp_no,mp_name,mp_state,works,sanctioned,completed,recommended_total,sanctioned_total,disbursed_total,spent_total,alloc_limit,stalled,zero_disbursal,dup_leads,anomalies,avg_risk_per_work,spend_pct_alloc,cumulative_risk_points,risk_rank
18387.0,Ratanjit Pratap Narain Singh,Uttar Pradesh,12,0,0,0.0,0.0,0.0,4043983.0,147000000.0,0,0,0,0,0.0,2.7510088435374147,0,318
18388.0,VAMSI KRISHNA GADDAM,Telangana,2,0,0,0.0,0.0,0.0,999768.0,148451721.11,0,0,0,0,0.0,0.6734633943780215,0,319
18052.0,CAPTAIN VIRIATO FERNANDES,Goa,2,0,0,0.0,0.0,0.0,233484.0,147000000.0,0,0,0,0,0.0,0.1588326530612245,0,320
18054.0,HARIBHAI PATEL,Gujarat,62,0,0,0.0,0.0,0.0,12691616.0,147000000.0,0,0,0,0,0.0,8.63375238095238,0,321
18055.0,RAJPALSINH MAHENDRASINH JADAV,Gujarat,37,0,0,0.0,0.0,0.0,7438912.0,147000000.0,0,0,0,0,0.0,5.060484353741496,0,322
18022.0,Shri Sarbananda Sonowal (18LS),Assam,8,0,0,0.0,0.0,0.0,4855576.0,147000000.0,0,0,0,0,0.0,3.303112925170068,0,323
18024.0,GAURAV GOGOI,Assam,66,0,0,7649156.0,0.0,0.0,3625355.0,147000000.0,0,0,0,0,0.0,2.4662278911564623,0,324
18025.0,KAMAKHYA PRASAD TASA,Assam,24,0,0,0.0,0.0,0.0,11249588.0,147000000.0,0,0,0,0,0.0,7.652780952380953,0,325
18026.0,JOYANTA BASUMATARY,Assam,8,0,0,0.0,0.0,0.0,7330000.0,147000000.0,0,0,0,0,0.0,4.98639455782313,0,326
18028.0,PARIMAL SUKLABAIDYA,Assam,1,0,0,0.0,0.0,0.0,125000.0,148300157.11,0,0,0,0,0.0,0.0842885148849051,0,327
18029.0,RANJIT DUTTA,Assam,19,0,1,0.0,0.0,500000.0,5354600.0,147000000.0,0,0,0,0,0.0,3.6425850340136052,0,328
18030.0,SUDAMA PRASAD,Bihar,1,0,0,0.0,0.0,0.0,168150.0,147000000.0,0,0,0,0,0.0,0.11438775510204081,0,329
18031.0,ABHAY KUMAR SINHA,Bihar,92,40,61,28935208.0,19965208.0,29915554.0,593215.0,147000000.0,0,0,0,0,0.0,0.4035476190476191,0,330
18033.0,JITAN RAM MANJHI,Bihar,3,0,0,0.0,0.0,0.0,1639470.0,147000000.0,0,0,0,0,0.0,1.1152857142857142,0,331
18034.0,CHIRAG PASWAN,Bihar,8,0,0,0.0,0.0,0.0,7907499.0,147000000.0,0,0,0,0,0.0,5.379251020408163,0,332
18035.0,SURENDRA PRASAD YADAV,Bihar,2,0,0,0.0,0.0,0.0,2565739.0,155325714.0,0,0,0,0,0.0,1.6518443301667358,0,333
18036.0,ARUN BHARTI,Bihar,142,0,0,0.0,0.0,0.0,33244919.0,194924621.11,0,0,0,0,0.0,17.055269268031154,0,334
18037.0,RAJA RAM SINGH,Bihar,5,0,0,0.0,0.0,0.0,2546694.0,147000000.0,0,0,0,0,0.0,1.7324448979591838,0,335
18044.0,DEVESH CHANDRA THAKUR,Bihar,9,0,0,0.0,0.0,0.0,3667616.0,163809205.11,0,0,0,0,0.0,2.2389559839064894,0,336
18008.0,Dr Chandra Sekhar Pemmasani,Andhra Pradesh,19,0,0,0.0,0.0,0.0,13457376.0,159774113.11,0,0,0,0,0.0,8.422751181685467,0,337
18009.0,B K PARTHASARATHI,Andhra Pradesh,7,0,0,0.0,0.0,0.0,9426746.0,160491894.11,0,0,0,0,0.0,5.8736586369520785,0,338
18010.0,TANGELLA UDAY SRINIVAS,Andhra Pradesh,5,0,0,0.0,0.0,0.0,4034824.0,199417886.76,0,0,0,0,0.0,2.0233009513614606,0,339
18014.0,PRABHAKAR REDDY VEMIREDDY,Andhra Pradesh,23,0,0,0.0,0.0,0.0,13097288.0,147000000.0,0,0,0,0,0.0,8.909719727891156,0,340
18016.0,Sivanath Kesineni,Andhra Pradesh,1,0,0,0.0,0.0,0.0,1642866.0,147000000.0,0,0,0,0,0.0,1.117595918367347,0,341
18017.0,Sribharat MathuKumli,Andhra Pradesh,10,0,0,0.0,0.0,0.0,6472768.0,164841922.0,0,0,0,0,0.0,3.926651619604387,0,342
18018.0,Appalanaidu Kalisetti,Andhra Pradesh,11,0,0,0.0,0.0,0.0,5399439.0,147000000.0,0,0,0,0,0.0,3.6730877551020407,0,343
18020.0,PHANI BHUSAN CHOUDHURY,Assam,19,0,0,0.0,0.0,0.0,6449618.0,147000000.0,0,0,0,0,0.0,4.387495238095238,0,344
859.0,Kalyan Banerjee,West Bengal,41,0,28,10564944.0,0.0,16535103.0,4199946.0,147000000.0,0,0,0,0,0.0,2.8571061224489798,0,345
867.0,Sudip Bandyopadhyay,West Bengal,1,0,0,0.0,0.0,0.0,1776030.0,147000000.0,0,0,0,0,0.0,1.2081836734693878,0,346
870.0,D M Kathir Anand,Tamil Nadu,15,0,0,0.0,0.0,0.0,15916317.0,160196941.11,0,0,0,0,0.0,9.93546873599227,0,347
878.0,Sanjay Singh,Delhi,6,0,0,0.0,0.0,0.0,4117416.0,184466426.11,0,0,0,0,0.0,2.2320679631667635,0,348
18048.0,MAHESH KASHYAP,Chhattisgarh,69,0,6,35231459.0,0.0,4338750.0,6282789.0,147000000.0,0,0,0,0,0.0,4.27400612244898,0,349
18049.0,TOKHAN SAHU,Chhattisgarh,40,0,15,0.0,0.0,8776951.0,14721340.0,147000000.0,0,0,0,0,0.0,10.014517006802722,0,350
18050.0,BHOJRAJ NAG,Chhattisgarh,3,0,0,0.0,0.0,0.0,3432900.0,164672734.11,0,0,0,0,0.0,2.0846802711776506,0,351
18057.0,MUKESHKUMAR CHANDRAKAANT DALAL,Gujarat,14,0,0,0.0,0.0,0.0,2325632.0,147000000.0,0,0,0,0,0.0,1.5820625850340138,0,352
18059.0,DHAVAL LAXMANBHAI PATEL,Gujarat,8,0,0,0.0,0.0,0.0,3995324.0,147000000.0,0,0,0,0,0.0,2.7179074829931973,0,353
18060.0,VARUN CHAUDHRY,Haryana,13,0,0,0.0,0.0,0.0,5871913.0,255454264.0,0,0,0,0,0.0,2.2986161624610815,0,354
18062.0,JAI PARKASH,Haryana,78,0,2,0.0,0.0,259000.0,17931857.0,147000000.0,0,0,0,0,0.0,12.198542176870749,0,355
880.0,Manoj Tiwari,Delhi,2,0,0,1949850.0,0.0,0.0,0.0,225843858.0,0,0,0,0,0.0,0.0,0,356
891.0,Kesridevsinh Jhala,Gujarat,27,0,1,2500000.0,0.0,189750.0,15672116.0,171500000.0,0,0,0,0,0.0,9.138260058309038,0,357
834.0,Lahar Singh Siroya,Karnataka,2,0,0,0.0,0.0,0.0,2991646.0,206278088.11,0,0,0,0,0.0,1.4502975218602339,0,358
18063.0,MANOHAR LAL,Haryana,2,0,0,0.0,0.0,0.0,5946396.0,147000000.0,0,0,0,0,0.0,4.045167346938776,0,359
18064.0,NAVEEN JINDAL,Haryana,36,0,23,0.0,0.0,7438845.0,4617770.0,147000000.0,0,0,0,0,0.0,3.141340136054422,0,360
18066.0,SELJA,Haryana,43,0,1,0.0,0.0,500000.0,8877484.0,147000000.0,0,0,0,0,0.0,6.039104761904762,0,361
18069.0,RAJEEV BHARDWAJ,Himachal Pradesh,49,0,23,0.0,0.0,6057204.0,4087814.0,179388967.11,0,0,0,0,0.0,2.2787432615593253,0,362
18071.0,KALI CHARAN SINGH,Jharkhand,60,0,0,0.0,0.0,0.0,14018074.0,147000000.0,0,0,0,0,0.0,9.536104761904763,0,363
18072.0,DULU MAHATO,Jharkhand,2,0,0,0.0,0.0,0.0,619000.0,147000000.0,0,0,0,0,0.0,0.4210884353741497,0,364
18039.0,RAJESH VERMA,Bihar,15,0,10,4985000.0,0.0,11405733.0,0.0,147000000.0,0,0,0,0,0.0,0.0,0,365
18040.0,RAJ BHUSHAN CHOUDHARY,Bihar,3,0,3,0.0,0.0,10745598.0,0.0,147000000.0,0,0,0,0,0.0,0.0,0,366
18042.0,SHAMBHAVI,Bihar,17,0,0,0.0,0.0,0.0,12148390.0,147000000.0,0,0,0,0,0.0,8.26421088435374,0,367
18107.0,ANITA NAGARSINGH CHOUHAN,Madhya Pradesh,28,0,15,0.0,0.0,8999551.0,7471577.0,147000000.0,0,0,0,0,0.0,5.082705442176871,0,368
18075.0,SUKHDEO BHAGAT,Jharkhand,58,0,18,0.0,0.0,23689500.0,8000000.0,171821957.11,0,0,0,0,0.0,4.6559823520566805,0,369
18077.0,JAGADISH SHETTAR,Karnataka,13,0,0,0.0,0.0,0.0,4974692.0,147000000.0,0,0,0,0,0.0,3.3841442176870746,0,370
18078.0,E. TUKARAM,Karnataka,3,0,0,0.0,0.0,0.0,4460785.0,147000000.0,0,0,0,0,0.0,3.034547619047619,0,371
18079.0,SAGAR ESHWAR KHANDRE,Karnataka,17,0,0,750000.0,0.0,0.0,5543250.0,147000000.0,0,0,0,0,0.0,3.7709183673469386,0,372
18080.0,SUNIL BOSE,Karnataka,2,0,0,0.0,0.0,0.0,991936.0,147000000.0,0,0,0,0,0.0,0.6747863945578231,0,373
18081.0,DR.K.SUDHAKAR,Karnataka,6,0,0,0.0,0.0,0.0,1366198.0,147000000.0,0,0,0,0,0.0,0.9293863945578231,0,374
18082.0,GOVIND MAKTHAPPA KARJOL,Karnataka,21,0,0,0.0,0.0,0.0,8278427.0,147000000.0,0,0,0,0,0.0,5.631582993197279,0,375
18083.0,CAPTAIN BRIJESH CHOWTA,Karnataka,26,0,1,0.0,0.0,498500.0,12371214.0,147000000.0,0,0,0,0,0.0,8.415791836734694,0,376
18084.0,DR. PRABHA MALLIKARJUN,Karnataka,8,0,1,0.0,0.0,2500000.0,4994696.0,147000000.0,0,0,0,0,0.0,3.3977523809523813,0,377
18086.0,SHREYAS. M. PATEL,Karnataka,17,0,0,0.0,0.0,0.0,5303635.0,147000000.0,0,0,0,0,0.0,3.6079149659863945,0,378
18087.0,BASAVARAJ BOMMAI,Karnataka,11,0,1,0.0,0.0,1000000.0,3233573.0,147000000.0,0,0,0,0,0.0,2.199709523809524,0,379
18088.0,M. MALLESH BABU,Karnataka,6,0,0,0.0,0.0,0.0,1246349.0,147065957.11,0,0,0,0,0.0,0.8474762103290675,0,380
18089.0,K. RAJASHEKAR BASAVARAJ HITNAL,Karnataka,23,0,9,0.0,0.0,4478562.0,4006358.0,147000000.0,0,0,0,0,0.0,2.725413605442177,0,381
18090.0,H.D. KUMARASWAMY,Karnataka,8,0,0,0.0,0.0,0.0,2625000.0,147000000.0,0,0,0,0,0.0,1.7857142857142856,0,382
18091.0,YADUVEER KRISHNADATTA CHAMARAJA WADIYAR,Karnataka,1,0,0,0.0,0.0,0.0,300000.0,147000000.0,0,0,0,0,0.0,0.20408163265306123,0,383
18120.0,AASHTIKAR PATIL NAGESH BAPURAO,Maharashtra,12,0,0,0.0,0.0,0.0,13760605.0,190289442.0,0,0,0,0,0.0,7.23140751024957,0,384
18121.0,SMITA UDAY WAGH,Maharashtra,8,0,4,12041109.0,0.0,6342704.0,0.0,148107373.11,0,0,0,0,0.0,0.0,0,385
18122.0,KALYAN VAIJINATHRAO KALE,Maharashtra,11,0,0,0.0,0.0,0.0,10013008.0,147000000.0,0,0,0,0,0.0,6.81157006802721,0,386
18123.0,CHHATRAPATI SHAHU SHAHAJI,Maharashtra,16,0,0,0.0,0.0,0.0,16154171.0,147000000.0,0,0,0,0,0.0,10.989231972789115,0,387
18092.0,G. KUMAR NAIK,Karnataka,13,0,0,0.0,0.0,0.0,7818649.0,147000000.0,0,0,0,0,0.0,5.318808843537415,0,388
18093.0,V. SOMANNA,Karnataka,10,0,1,0.0,0.0,2500000.0,8981761.0,147000000.0,0,0,0,0,0.0,6.110041496598639,0,389
18094.0,VISHWESHWAR HEGDE KAGERI,Karnataka,1,0,0,0.0,0.0,0.0,525000.0,147000000.0,0,0,0,0,0.0,0.35714285714285715,0,390
18096.0,SURESH GOPI,Kerala,2,0,0,0.0,0.0,0.0,2820506.0,147000000.0,0,0,0,0,0.0,1.9187115646258504,0,391
18097.0,SHAFI PARAMBIL,Kerala,12,0,0,0.0,0.0,0.0,2706289.0,147000000.0,0,0,0,0,0.0,1.8410129251700682,0,392
18098.0,BHARTI PARDHI,Madhya Pradesh,4,0,1,0.0,0.0,1000000.0,1436797.0,154398389.01,0,0,0,0,0.0,0.9305777147110922,0,393
18099.0,ALOK SHARMA,Madhya Pradesh,10,0,0,0.0,0.0,0.0,8658794.0,147000000.0,0,0,0,0,0.0,5.890336054421769,0,394
18100.0,BUNTY VIVEK SAHU,Madhya Pradesh,51,0,32,0.0,0.0,6649130.0,6388049.0,147000000.0,0,0,0,0,0.0,4.34561156462585,0,395
18102.0,SAVITRI THAKUR,Madhya Pradesh,70,0,65,0.0,0.0,20221050.0,1500000.0,147000000.0,0,0,0,0,0.0,1.0204081632653061,0,396
18103.0,BHARAT SINGH KUSHWAH,Madhya Pradesh,25,0,0,0.0,0.0,0.0,8486219.0,151455276.04,0,0,0,0,0.0,5.603118770031328,0,397
18104.0,DARSHAN SINGH CHOUDHARY,Madhya Pradesh,53,0,0,0.0,0.0,0.0,5468777.0,147000000.0,0,0,0,0,0.0,3.720256462585034,0,398
18105.0,ASHISH DUBEY,Madhya Pradesh,6,0,0,0.0,0.0,0.0,2305382.0,147000000.0,0,0,0,0,0.0,1.568287074829932,0,399
18109.0,DR. RAJESH MISHRA,Madhya Pradesh,126,0,86,33745665.0,0.0,28774935.0,7857861.0,262724510.35,0,0,0,0,0.0,2.990912796652206,0,400
18110.0,NILESH DNYANDEV LANKE,Maharashtra,4,0,0,0.0,0.0,0.0,5948131.0,147000000.0,0,0,0,0,0.0,4.046347619047619,0,401
18113.0,BHUMARE SANDIPANRAO ASARAM,Maharashtra,9,0,0,0.0,0.0,0.0,10351192.0,147000000.0,0,0,0,0,0.0,7.041627210884354,0,402
853.0,Khagen Murmu,West Bengal,1,0,0,0.0,0.0,0.0,1399456.0,147000000.0,0,0,0,0,0.0,0.9520108843537415,0,403
856.0,Rajnath Singh,Uttar Pradesh,39,0,15,0.0,0.0,13658911.0,24735118.0,154808797.11,0,0,0,0,0.0,15.977850394654485,0,404
794.0,Kirti Vardhan Singh,Uttar Pradesh,33,0,14,0.0,0.0,12055979.0,9033488.0,147000000.0,0,0,0,0,0.0,6.145229931972789,0,405
797.0,Mukesh Rajput,Uttar Pradesh,147,0,147,5099260.0,0.0,35957104.0,0.0,147000000.0,0,0,0,0,0.0,0.0,0,406
799.0,Pankaj Chowdhary,Uttar Pradesh,23,0,19,0.0,0.0,41543552.0,3372732.0,147000000.0,0,0,0,0,0.0,2.2943755102040817,0,407
814.0,Bhola Singh,Uttar Pradesh,28,0,27,0.0,0.0,36715194.0,150000.0,147000000.0,0,0,0,0,0.0,0.10204081632653061,0,408
815.0,Ram Shiromani,Uttar Pradesh,55,0,0,0.0,0.0,0.0,14754674.0,151746878.11,0,0,0,0,0.0,9.723214199704632,0,409
18114.0,BAJRANG MANOHAR SONWANE,Maharashtra,10,0,0,0.0,0.0,0.0,9661859.0,165899107.19,0,0,0,0,0.0,5.823936706865167,0,410
18115.0,DR. PRASHANT YADAORAO PADOLE,Maharashtra,11,0,0,0.0,0.0,0.0,8289500.0,159680283.39,0,0,0,0,0.0,5.191310927069116,0,411
18116.0,BALYA MAMA SURESH GOPINATH MHATRE,Maharashtra,31,0,0,0.0,0.0,0.0,25628984.0,147000000.0,0,0,0,0,0.0,17.434682993197278,0,412
18117.0,BACHHAV SHOBHA DINESH,Maharashtra,9,2,2,2000000.0,2000000.0,2000000.0,6814637.0,147000000.0,0,0,0,0,0.0,4.635807482993197,0,413
18118.0,BHASKAR MURLIDHAR BHAGARE,Maharashtra,8,0,0,0.0,0.0,0.0,6533825.0,147000000.0,0,0,0,0,0.0,4.444778911564626,0,414
18119.0,DR. KIRSAN NAMDEO,Maharashtra,9,0,0,0.0,0.0,0.0,7113041.0,147000000.0,0,0,0,0,0.0,4.838803401360544,0,415
18156.0,CHARANJIT SINGH CHANNI,Punjab,12,0,0,0.0,0.0,0.0,1444158.0,147000000.0,0,0,0,0,0.0,0.9824204081632654,0,416
18157.0,AMRINDER SINGH RAJA WARRING,Punjab,21,0,1,0.0,0.0,285411.0,3757801.0,147000000.0,0,0,0,0,0.0,2.5563272108843536,0,417
18124.0,GAIKWAD VARSHA EKNATH,Maharashtra,5,0,0,0.0,0.0,0.0,8843091.0,147000000.0,0,0,0,0,0.0,6.015708163265306,0,418
18127.0,RAJABHAU,Maharashtra,21,0,0,0.0,0.0,0.0,20325958.0,152878682.11,0,0,0,0,0.0,13.295482221239302,0,419
18128.0,DR. HEMANT VISHNU SAVARA,Maharashtra,9,0,0,0.0,0.0,0.0,6436299.0,147000000.0,0,0,0,0,0.0,4.378434693877551,0,420
18129.0,MURLIDHAR MOHOL,Maharashtra,4,0,0,0.0,0.0,0.0,3982771.0,147000000.0,0,0,0,0,0.0,2.7093680272108847,0,421
18130.0,Shyamkumar,Maharashtra,5,0,0,0.0,0.0,0.0,4159833.0,147000000.0,0,0,0,0,0.0,2.829818367346939,0,422
18131.0,NARAYAN TATU RANE,Maharashtra,13,0,0,0.0,0.0,0.0,7761736.0,147000000.0,0,0,0,0,0.0,5.2800925170068025,0,423
18132.0,VISHAL,Maharashtra,13,0,0,0.0,0.0,0.0,12843832.0,147000000.0,0,0,0,0,0.0,8.737300680272108,0,424
18133.0,SHRIMANT CHH UDAYANRAJE PRATAPSINHAMAHARAJ BHONSLE,Maharashtra,51,0,0,43198677.0,0.0,0.0,4600150.0,147000000.0,0,0,0,0,0.0,3.129353741496599,0,425
18134.0,BHAUSAHEB RAJARAM WAKCHAURE,Maharashtra,14,0,0,0.0,0.0,0.0,7453374.0,147000000.0,0,0,0,0,0.0,5.070322448979592,0,426
18136.0,AMAR SHARADRAO KALE,Maharashtra,5,0,0,0.0,0.0,0.0,3612488.0,147000000.0,0,0,0,0,0.0,2.457474829931973,0,427
18137.0,ANDREW J. SYNGKON,Meghalaya,48,0,8,0.0,0.0,2200000.0,9775000.0,98000000.0,0,0,0,0,0.0,9.974489795918368,0,428
18139.0,PRADEEP PUROHIT,Odisha,20,0,0,0.0,0.0,0.0,5151926.0,147000000.0,0,0,0,0,0.0,3.50471156462585,0,429
18141.0,RUDRA NARAYAN PANY,Odisha,5,0,0,0.0,0.0,0.0,1895329.0,155013957.11,0,0,0,0,0.0,1.2226828056876509,0,430
18142.0,BIBHU PRASAD TARAI,Odisha,20,0,0,0.0,0.0,0.0,9660109.0,147000000.0,0,0,0,0,0.0,6.571502721088435,0,431
18145.0,BAIJAYANT PANDA,Odisha,10,0,0,0.0,0.0,0.0,8119164.0,147000000.0,0,0,0,0,0.0,5.523240816326531,0,432
18146.0,ANANTA NAYAK,Odisha,19,0,0,0.0,0.0,0.0,3179156.0,147000000.0,0,0,0,0,0.0,2.1626911564625853,0,433
18147.0,NABA CHARAN MAJHI,Odisha,20,0,0,0.0,0.0,0.0,14720076.0,147563957.11,0,0,0,0,0.0,9.975387139440205,0,434
18148.0,BALABHADRA MAJHI,Odisha,22,0,0,0.0,0.0,0.0,8655475.0,147413962.11,0,0,0,0,0.0,5.87154356080688,0,435
818.0,Smt Dimple Yadav,Uttar Pradesh,27,0,0,0.0,0.0,0.0,3797308.0,192042469.11,0,0,0,0,0.0,1.9773272118392415,0,436
819.0,Smt Hema Malini,Uttar Pradesh,14,0,11,0.0,0.0,15175041.0,1558300.0,147000000.0,0,0,0,0,0.0,1.0600680272108844,0,437
825.0,Prasun Banerjee,West Bengal,39,0,4,0.0,0.0,2988843.0,10254727.0,147000000.0,0,0,0,0,0.0,6.976004761904762,0,438
827.0,Shatrughan Sinha,West Bengal,1,0,0,0.0,0.0,0.0,3516250.0,147000000.0,0,0,0,0,0.0,2.3920068027210886,0,439
828.0,Jagannath Sarkar,West Bengal,41,0,12,13882130.0,0.0,4572802.0,793627.0,147000000.0,0,0,0,0,0.0,0.5398823129251701,0,440
746.0,Kani K Navas,Tamil Nadu,16,0,3,0.0,0.0,2598822.0,11503384.0,147000000.0,0,0,0,0,0.0,7.825431292517007,0,441
751.0,S Venkatesan,Tamil Nadu,19,0,1,2500000.0,0.0,2500000.0,16652857.0,147000000.0,0,0,0,0,0.0,11.328474149659865,0,442
756.0,Thirumaa Valavan Thol,Tamil Nadu,8,0,0,0.0,0.0,0.0,11594969.0,147000000.0,0,0,0,0,0.0,7.887734013605442,0,443
18149.0,SAMBIT PATRA,Odisha,11,0,0,0.0,0.0,0.0,4262683.0,147000000.0,0,0,0,0,0.0,2.8997843537414965,0,444
18150.0,DHARMENDRA PRADHAN,Odisha,6,0,0,0.0,0.0,0.0,7967713.0,147000000.0,0,0,0,0,0.0,5.420212925170068,0,445
18153.0,SHER SINGH GHUBAYA,Punjab,125,55,106,12843812.0,12843812.0,25667802.0,4398707.0,147000000.0,0,0,0,0,0.0,2.99231768707483,0,446
18154.0,SUKHJINDER SINGH RANDHAWA,Punjab,41,0,1,0.0,0.0,385911.0,10270370.0,147000000.0,0,0,0,0,0.0,6.986646258503401,0,447
723.0,Gajendra Singh Shekhawat,Rajasthan,1,0,0,0.0,0.0,0.0,491827.0,147000000.0,0,0,0,0,0.0,0.33457619047619047,0,448
623.0,Ramesh Chandappa Jigajinagi,Karnataka,37,0,0,0.0,0.0,0.0,9165021.0,269500000.0,0,0,0,0,0.0,3.4007499072356215,0,449
638.0,Virendra Kumar,Madhya Pradesh,40,0,4,0.0,0.0,2235000.0,9307523.0,147000000.0,0,0,0,0,0.0,6.3316482993197285,0,450
640.0,Faggan Singh Kulaste,Madhya Pradesh,74,0,18,3000000.0,0.0,9893235.0,15860864.0,151861648.41,0,0,0,0,0.0,10.444285417723394,0,451
762.0,Asaduddin Owaisi,Telangana,2,0,0,0.0,0.0,0.0,221887.0,147000000.0,0,0,0,0,0.0,0.15094353741496597,0,452
765.0,Kishan Reddy Gangapuram,Telangana,3,0,0,0.0,0.0,0.0,4354322.0,147000000.0,0,0,0,0,0.0,2.96212380952381,0,453
770.0,Sanjay Kumar Bandi,Telangana,16,0,0,0.0,0.0,0.0,4585696.0,172775317.11,0,0,0,0,0.0,2.654138378504869,0,454
787.0,Devendra Alias Bhole Singh,Uttar Pradesh,5,0,0,0.0,0.0,0.0,2489568.0,147000000.0,0,0,0,0,0.0,1.6935836734693879,0,455
791.0,Jagdambika Pal,Uttar Pradesh,9,0,0,0.0,0.0,0.0,3909124.0,160643957.11,0,0,0,0,0.0,2.4334086823591194,0,456
793.0,Kamlesh Paswan,Uttar Pradesh,7,0,0,0.0,0.0,0.0,4782776.0,147000000.0,0,0,0,0,0.0,3.253589115646258,0,457
687.0,Sunil Dattatray Tatkare,Maharashtra,4,0,0,0.0,0.0,0.0,3213485.0,147000000.0,0,0,0,0,0.0,2.186044217687075,0,458
692.0,Smt Supriya Sadanand Sule,Maharashtra,11,0,0,0.0,0.0,0.0,8362994.0,147000000.0,0,0,0,0,0.0,5.6891115646258505,0,459
18166.0,LUMBARAM,Rajasthan,28,0,14,0.0,0.0,10430133.0,5031102.0,147000000.0,0,0,0,0,0.0,3.4225183673469393,0,460
18174.0,GANAPATHY RAJKUMAR P,Tamil Nadu,5,0,0,0.0,0.0,0.0,6178787.0,147370490.11,0,0,0,0,0.0,4.192689455933845,0,461
18175.0,MANI. A.,Tamil Nadu,12,0,0,4310000.0,0.0,0.0,5496686.0,164515071.11,0,0,0,0,0.0,3.3411443480000322,0,462
18143.0,RABINDRA NARAYAN BEHERA,Odisha,9,0,0,0.0,0.0,0.0,2827417.0,147064617.11,0,0,0,0,0.0,1.9225678178491943,0,463
18205.0,SANATAN PANDEY,Uttar Pradesh,103,0,11,38836566.0,0.0,7795092.0,416409.0,180420041.4,0,0,0,0,0.0,0.23079974750521257,0,464
18207.0,TANUJ PUNIA,Uttar Pradesh,2,0,1,0.0,0.0,11953957.0,2730402.0,148198170.11,0,0,0,0,0.0,1.8423992671254714,0,465
18208.0,RAM PRASAD CHAUDHARY,Uttar Pradesh,31,0,26,26847950.0,0.0,37757482.0,6607716.0,204176957.11,0,0,0,0,0.0,3.2362692115350233,0,466
18177.0,K E PRAKASH,Tamil Nadu,34,0,26,13805060.0,0.0,16974305.0,3040000.0,147000000.0,0,0,0,0,0.0,2.068027210884354,0,467
18178.0,MALAIYARASAN D,Tamil Nadu,25,0,25,0.0,0.0,29846094.0,0.0,201599593.0,0,0,0,0,0.0,0.0,0,468
18179.0,SUDHA R,Tamil Nadu,12,0,0,0.0,0.0,0.0,8895889.0,147332315.11,0,0,0,0,0.0,6.037975438964783,0,469
18181.0,ESWARASAMY K,Tamil Nadu,8,0,2,0.0,0.0,1470495.0,8509853.0,162315106.11,0,0,0,0,0.0,5.242797915699184,0,470
18184.0,THANGA TAMILSELVAN,Tamil Nadu,13,0,0,0.0,0.0,0.0,16084765.0,147000000.0,0,0,0,0,0.0,10.94201700680272,0,471
18185.0,ROBERT BRUCE C,Tamil Nadu,9,0,0,0.0,0.0,0.0,14045341.0,147475440.11,0,0,0,0,0.0,9.523850879525272,0,472
18187.0,GODAM NAGESH,Telangana,24,0,0,0.0,0.0,0.0,7801272.0,147000000.0,0,0,0,0,0.0,5.306987755102041,0,473
18188.0,KONDA VISHWESHWAR REDDY,Telangana,38,0,9,4099621.0,0.0,2842749.0,8598835.0,233721420.96,0,0,0,0,0.0,3.679095807598927,0,474
18189.0,RAMASAHAYAM RAGHURAM REDDY,Telangana,21,0,0,0.0,0.0,0.0,10229705.0,147000000.0,0,0,0,0,0.0,6.958982993197278,0,475
18190.0,BALRAM NAIK PORIKA,Telangana,37,0,0,0.0,0.0,0.0,10087583.0,147000000.0,0,0,0,0,0.0,6.862301360544218,0,476
18191.0,ARUNA. D. K,Telangana,12,0,3,0.0,0.0,1099196.0,4860391.0,147000000.0,0,0,0,0,0.0,3.3063884353741497,0,477
18192.0,DR.MALLU RAVI,Telangana,8,0,0,0.0,0.0,0.0,3357536.0,147000000.0,0,0,0,0,0.0,2.2840380952380954,0,478
710.0,Vaithilingam Ve,Puducherry,17,0,6,18624900.0,0.0,8943830.0,7176614.0,209368972.11,0,0,0,0,0.0,3.427735221544428,0,479
18222.0,BABU SINGH KUSHWAHA,Uttar Pradesh,125,0,0,0.0,0.0,0.0,7724892.0,147000000.0,0,0,0,0,0.0,5.255028571428571,0,480
18223.0,IQRA CHOUDHARY,Uttar Pradesh,7,0,0,0.0,0.0,0.0,7642758.0,147000000.0,0,0,0,0,0.0,5.199155102040817,0,481
18194.0,SURESH KUMAR SHETKAR,Telangana,27,0,0,0.0,0.0,0.0,9351030.0,147000000.0,0,0,0,0,0.0,6.361244897959184,0,482
18196.0,KRITI DEVI DEBBARMAN,Tripura,6,0,0,0.0,0.0,0.0,14311480.0,147000000.0,0,0,0,0,0.0,9.73570068027211,0,483
642.0,Ganesh Singh,Madhya Pradesh,60,0,0,0.0,0.0,0.0,11803302.0,147000000.0,0,0,0,0,0.0,8.029457142857142,0,484
644.0,Janardan Mishra,Madhya Pradesh,3,0,0,0.0,0.0,0.0,3025000.0,147000000.0,0,0,0,0,0.0,2.0578231292517004,0,485
650.0,Shankar Lalwani,Madhya Pradesh,8,0,4,0.0,0.0,1709944.0,923710.0,147000000.0,0,0,0,0,0.0,0.6283741496598639,0,486
653.0,Mahendra Singh Solanky,Madhya Pradesh,6,0,0,0.0,0.0,0.0,2740294.0,147000000.0,0,0,0,0,0.0,1.8641455782312923,0,487
654.0,Smt Himadri Singh,Madhya Pradesh,23,4,12,9972040.0,4994040.0,12292440.0,5200000.0,150724861.11,0,0,0,0,0.0,3.449994885850321,0,488
